2021-07-28 12:55:27.927 [restartedMain] INFO  cuifua.ServiceHospApplication - The following profiles are active: dev
2021-07-28 15:51:41.427 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 88ms. Found 0 repository interfaces.
2021-07-28 15:51:42.047 [restartedMain] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=92d5fddc-993f-3061-a5c7-2ec97782ef42
2021-07-28 15:51:42.177 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-07-28 15:51:42.213 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-07-28 15:51:42.617 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8201 (http)
2021-07-28 15:51:42.619 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8201"]
2021-07-28 15:51:42.620 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2021-07-28 15:51:42.621 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.27]
2021-07-28 15:51:42.699 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2021-07-28 15:51:42.700 [restartedMain] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 3660 ms
2021-07-28 15:51:42.803 [restartedMain] INFO  org.mongodb.driver.cluster - Cluster created with settings {hosts=[8.142.35.1:27017], mode=MULTIPLE, requiredClusterType=UNKNOWN, serverSelectionTimeout='30000 ms', maxWaitQueueSize=500}
2021-07-28 15:51:42.804 [restartedMain] INFO  org.mongodb.driver.cluster - Adding discovered server 8.142.35.1:27017 to client view of cluster
2021-07-28 15:51:42.935 [cluster-ClusterId{value='61010c8ec987ca7db26fddb5', description='null'}-8.142.35.1:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:5, serverValue:136}] to 8.142.35.1:27017
2021-07-28 15:51:42.982 [cluster-ClusterId{value='61010c8ec987ca7db26fddb5', description='null'}-8.142.35.1:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=8.142.35.1:27017, type=STANDALONE, state=CONNECTED, ok=true, version=ServerVersion{versionList=[5, 0, 1]}, minWireVersion=0, maxWireVersion=13, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=42850500}
2021-07-28 15:51:42.983 [cluster-ClusterId{value='61010c8ec987ca7db26fddb5', description='null'}-8.142.35.1:27017] INFO  org.mongodb.driver.cluster - Discovered cluster type of STANDALONE
2021-07-28 15:51:43.184 [restartedMain] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:6, serverValue:137}] to 8.142.35.1:27017
2021-07-28 15:51:45.529 [restartedMain] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
2021-07-28 15:51:45.570 [restartedMain] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2021-07-28 15:51:45.779 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2021-07-28 15:51:46.703 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService 'Nacso-Watch-Task-Scheduler'
2021-07-28 15:51:48.203 [restartedMain] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2021-07-28 15:51:48.208 [restartedMain] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 2 custom documentation plugin(s)
2021-07-28 15:51:48.262 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2021-07-28 15:51:48.577 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2021-07-28 15:51:48.803 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8201"]
2021-07-28 15:51:48.847 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8201 (http) with context path ''
2021-07-28 15:51:48.853 [restartedMain] INFO  com.alibaba.nacos.client.naming - [BEAT] adding beat: {"cluster":"DEFAULT","ip":"192.168.31.163","metadata":{"preserved.register.source":"SPRING_CLOUD"},"period":5000,"port":8201,"scheduled":false,"serviceName":"DEFAULT_GROUP@@service_hosp","stopped":false,"weight":1.0} to beat map.
2021-07-28 15:51:48.855 [restartedMain] INFO  com.alibaba.nacos.client.naming - [REGISTER-SERVICE] public registering service DEFAULT_GROUP@@service_hosp with instance: {"clusterName":"DEFAULT","enabled":true,"ephemeral":true,"healthy":true,"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000,"ip":"192.168.31.163","ipDeleteTimeout":30000,"metadata":{"preserved.register.source":"SPRING_CLOUD"},"port":8201,"weight":1.0}
2021-07-28 15:51:48.876 [restartedMain] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - nacos registry, DEFAULT_GROUP service_hosp 192.168.31.163:8201 register finished
2021-07-28 15:51:49.408 [restartedMain] INFO  cuifua.ServiceHospApplication - Started ServiceHospApplication in 12.216 seconds (JVM running for 9338.781)
2021-07-28 15:51:49.415 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
2021-07-28 15:52:20.799 [restartedMain] INFO  cuifua.ServiceHospApplication - The following profiles are active: dev
2021-07-28 15:52:23.305 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-07-28 15:52:23.306 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2021-07-28 15:52:23.487 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 173ms. Found 3 repository interfaces.
2021-07-28 15:52:23.527 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-07-28 15:52:23.531 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2021-07-28 15:52:23.576 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface cuifua.repository.DepartmentRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2021-07-28 15:52:23.578 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface cuifua.repository.HospitalRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2021-07-28 15:52:23.580 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface cuifua.repository.ScheduleRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2021-07-28 15:52:23.580 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 31ms. Found 0 repository interfaces.
2021-07-28 15:52:24.233 [restartedMain] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=e17cdfb7-307a-308b-ae21-3ce5df0b2b15
2021-07-28 15:52:24.497 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-07-28 15:52:24.626 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-07-28 15:52:25.548 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8201 (http)
2021-07-28 15:52:25.588 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8201"]
2021-07-28 15:52:25.589 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2021-07-28 15:52:25.590 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.27]
2021-07-28 15:52:25.888 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2021-07-28 15:52:25.889 [restartedMain] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 5056 ms
2021-07-28 15:52:26.360 [restartedMain] INFO  org.mongodb.driver.cluster - Cluster created with settings {hosts=[8.142.35.1:27017], mode=MULTIPLE, requiredClusterType=UNKNOWN, serverSelectionTimeout='30000 ms', maxWaitQueueSize=500}
2021-07-28 15:52:26.360 [restartedMain] INFO  org.mongodb.driver.cluster - Adding discovered server 8.142.35.1:27017 to client view of cluster
2021-07-28 15:52:26.957 [restartedMain] INFO  org.mongodb.driver.cluster - Cluster description not yet available. Waiting for 30000 ms before timing out
2021-07-28 15:52:27.544 [cluster-ClusterId{value='61010cba1e81823f591dc65a', description='null'}-8.142.35.1:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:1, serverValue:138}] to 8.142.35.1:27017
2021-07-28 15:52:27.584 [cluster-ClusterId{value='61010cba1e81823f591dc65a', description='null'}-8.142.35.1:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=8.142.35.1:27017, type=STANDALONE, state=CONNECTED, ok=true, version=ServerVersion{versionList=[5, 0, 1]}, minWireVersion=0, maxWireVersion=13, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=35939300}
2021-07-28 15:52:27.587 [cluster-ClusterId{value='61010cba1e81823f591dc65a', description='null'}-8.142.35.1:27017] INFO  org.mongodb.driver.cluster - Discovered cluster type of STANDALONE
2021-07-28 15:52:27.732 [restartedMain] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:2, serverValue:139}] to 8.142.35.1:27017
2021-07-28 15:52:28.246 [restartedMain] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:2, serverValue:139}] to 8.142.35.1:27017 because the pool has been closed.
2021-07-28 15:52:28.252 [restartedMain] INFO  org.apache.catalina.core.StandardService - Stopping service [Tomcat]
2021-07-28 15:52:28.289 [restartedMain] INFO  o.s.b.a.l.ConditionEvaluationReportLoggingListener - 

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
2021-07-28 15:54:08.307 [restartedMain] INFO  cuifua.ServiceHospApplication - The following profiles are active: dev
2021-07-28 15:54:10.753 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-07-28 15:54:10.755 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2021-07-28 15:54:10.932 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 170ms. Found 3 repository interfaces.
2021-07-28 15:54:10.970 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-07-28 15:54:10.974 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2021-07-28 15:54:11.040 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface cuifua.repository.DepartmentRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
